,label_pl,text_pl
4,Astma oskrzelowa,"Czuję się naprawdę zmęczony i słaby, i mam nieprzyjemny kaszel. Mam naprawdę wysoką gorączkę i oddech staje się płytki. Kiedy kaszlę, wypływa również dużo śliny."
5,Astma oskrzelowa,"Miałem dużą senność, kaszel, który nie chciał ustąpić i trudności z oddychaniem. Odkrztuszam dużo gęstej, śluzowatej śliny i mam wysoką gorączkę."
6,Astma oskrzelowa,"Panie doktorze, od kilku dni mam wysoką gorączkę, ślina też stała się gęsta, suchy kaszel, zaobserwowano też osłabienie"
7,Astma oskrzelowa,"Mam kaszel, który trwa od kilku dni, czuję się naprawdę słaby i zmęczony. Mam wysoką gorączkę i ciężki oddech. Kiedy kaszlę, wytwarzam również dużo śluzu."
8,Astma oskrzelowa,"Mamo, tato, ostatnio czuję się bardzo zmęczona i słaba, mam kaszel, który nie chce przejść. Trudno mi było złapać oddech, a gorączka była naprawdę wysoka. Kiedy kaszlę, wytwarzam dużo śluzu."
9,Astma oskrzelowa,"Cześć mamo, hej tato, ostatnio czuję się naprawdę wyczerpany i mam uporczywy kaszel. Mój oddech stał się płytki, a gorączka bardzo wysoka. Odkrztuszam też dużo gęstej, śluzowatej plwociny"
10,Astma oskrzelowa,"Ostatnio poczułam się dość osłabiona i wyczerpana, miałam też kaszel, który po prostu nie ustąpił. Gorączka była naprawdę wysoka i ciężko było mi złapać oddech. Kiedy kaszlę, wytwarzam dużo śluzu."
11,Astma oskrzelowa,"Poczułem się strasznie słaby i wyczerpany, a także miałem kaszel, który nie ustąpił. Moja gorączka była wyjątkowo wysoka i trudno było mi złapać oddech. Kiedy kaszlę, wytwarzam dużo śluzu."
12,Astma oskrzelowa,"Ostatnio czuję się naprawdę zmęczony i słaby, mam też kaszel, który nie chce przejść. Mój oddech stał się płytki, a gorączka naprawdę wysoka. Kiedy kaszlę, wytwarzam dużo gęstej, śluzowatej plwociny"
13,Astma oskrzelowa,uczucie skrajnego wyczerpania i utrzymujący się kaszel. Trudno mi złapać oddech i mam bardzo wysoką gorączkę. Podczas kaszlu wytwarzam również dużo śluzu
14,Astma oskrzelowa,"Walczę ze zmęczeniem i ciągłym kaszlem, który utrudnia oddychanie. Mam wysoką gorączkę i kaszlę dużo gęstej, śluzowatej plwociny."
15,Astma oskrzelowa,"Mam dokuczliwy kaszel, który nie chce ustąpić i oddycham ciężko. Moja gorączka też jest bardzo wysoka, czuję się bardzo słaby i zmęczony. Kiedy kaszlę, wytwarzam dużo śluzu"
16,Astma oskrzelowa,"Mam wysoką gorączkę, uporczywy kaszel i duszność. Wytwarzam też dużo gęstej, śluzowatej plwociny i czuję się bardzo zmęczona i słaba."
17,Astma oskrzelowa,"Mam problemy z oddychaniem, uporczywy kaszel i zmęczenie. Odkrztuszam dużo gęstej, śluzowatej plwociny i mam bardzo wysoką gorączkę. Po prostu czuję się wyczerpana i zmęczona koniecznością radzenia sobie z tym wszystkim."
18,Astma oskrzelowa,"Mam kaszel, który utrzymuje się od kilku dni i mam trudności z oddychaniem. Gorączka jest wysoka, czuję się słaby i zmęczony. Wytwarzam też dużo śluzu, kiedy kaszlę, a radzenie sobie z tymi wszystkimi objawami było dla mnie tak przytłaczające. Robię się coraz bardziej sfrustrowany tym wszystkim."
19,Astma oskrzelowa,"Od kilku dni mam uporczywy kaszel i mam też problemy z oddychaniem. Jestem taki słaby i wyczerpany, a gorączka sięga zenitu. Bardzo trudno było opanować wszystkie te objawy, poza tym kaszlałem dużo śluzu. Zaczynam się złościć na wszystko."
20,Astma oskrzelowa,"Zmagam się z trudnościami w oddychaniu, ciągłym kaszlem i zmęczeniem. Mam bardzo wysoką gorączkę i odkrztuszam dużo gęstej, śluzowatej plwociny. Ciężko było mi sobie z tym wszystkim poradzić, czuję się wyczerpana i wyczerpana"
21,Astma oskrzelowa,"Mam problemy z oddychaniem, uporczywy kaszel i zmęczenie. Odkrztuszam dużo gęstej, śluzowatej plwociny i mam bardzo wysoką gorączkę. Po prostu czuję się wyczerpana i zmęczona, że ​​muszę sobie z tym wszystkim radzić."
22,Astma oskrzelowa,"Ostatnio naprawdę źle się czuję. Mam uporczywy kaszel i trudności w oddychaniu, a moja gorączka nie mieści się w normie. Czuję się też bardzo wyczerpana i podczas kaszlu wytwarzam dużo śluzu. Radzenie sobie z tymi wszystkimi objawami było po prostu przytłaczające"
23,Astma oskrzelowa,"Ostatnio czuję się okropnie. Gorączka mi sięgnęła zenitu, mam uporczywy kaszel i problemy z oddychaniem. Odkrztuszam dużo flegmy i czuję się też dość zmęczony. Radzenie sobie ze wszystkimi tymi objawami było dość trudne."
24,Astma oskrzelowa,"Mam gorączkę, nieustępujący kaszel i duszność. Ponadto kaszlę dużo gęstej, śluzowatej śliny i czuję się dość wyczerpany i słaby."
25,Astma oskrzelowa,"Hej, mam suchy kaszel, trudności w oddychaniu i wysoką gorączkę. wytwarza się dużo śluzu, przez co czuję się niesamowicie słaby i zmęczony”."
26,Astma oskrzelowa,"Ostatnio miałem wiele niepokojących objawów, w tym suchy kaszel, trudności w oddychaniu, wysoką gorączkę i dużo śluzu. Czuję się też bardzo osłabiona i zmęczona."
27,Astma oskrzelowa,"Obecnie zmagam się z wieloma problemami zdrowotnymi, w tym suchym kaszlem, trudnościami w oddychaniu, wysoką gorączką i zwiększoną produkcją śluzu. Czuję się też bardzo osłabiona i zmęczona"
28,Astma oskrzelowa,"Minął tydzień, cierpię na ciągłe problemy zdrowotne, takie jak suchy kaszel, problemy z oddychaniem, osłabienie w ciągu dnia."
29,Astma oskrzelowa,"Doktorze, od kilku dni nie mogę oddychać, leżę na łóżku z powodu wysokiej gorączki, wydziela się dużo śluzu. proszę o polecenie mi jakichś leków."
30,Astma oskrzelowa,"Mam duszności, uporczywy kaszel i wysoką gorączkę. Wytwarzam też dużo gęstej, śluzowatej plwociny i czuję się bardzo wyczerpana. Bardzo trudno było sobie z tym wszystkim poradzić."
31,Astma oskrzelowa,"Jestem taki słaby i wyczerpany, a gorączka sięga zenitu. Bardzo trudno było opanować wszystkie te objawy, poza tym kaszlałem dużo śluzu. Zaczynam się złościć na wszystko."
32,Astma oskrzelowa,"Muszę wyznać, że cierpię na duszność, uporczywy kaszel i wysoką gorączkę. Wytwarzam też dużo gęstej, śluzowatej plwociny i czuję się dość wyczerpana. Ciężko mi było sobie z tym wszystkim poradzić i w tej chwili czuję się dość chory"
33,Astma oskrzelowa,"Muszę przyznać, że mam wysoką gorączkę, uporczywy kaszel i duszność. Ponadto kaszlałem dużo gęstej, śluzowatej śliny i czułem się naprawdę wyczerpany i wyczerpany."
34,Astma oskrzelowa,"Ciężko mi z tym ciągłym kaszlem, trudnościami w oddychaniu i zmęczeniem. Mam wysoką gorączkę i kaszlę dużo gęstej, śluzowatej plwociny. To wszystko było dość wyczerpujące i wyczerpujące i w tej chwili jest mi naprawdę niedobrze."
35,Astma oskrzelowa,"Zmagam się z uporczywym kaszlem, problemami z oddychaniem i zmęczeniem. Odkrztuszam dużo gęstej, śluzowatej plwociny i mam wysoką gorączkę. Wszystko to było naprawdę męczące i wyczerpujące, a teraz czuję się raczej źle."
36,Astma oskrzelowa,"Mam silny kaszel, problemy z oddychaniem i senność. Odkrztuszam dużo gęstej, śluzowatej plwociny i mam wysoką gorączkę. Wszystko to było naprawdę wyczerpujące i wyczerpujące, a teraz czuję się raczej źle."
37,Astma oskrzelowa,"Mój uporczywy kaszel, problemy z oddychaniem i zmęczenie utrudniają mi życie. Wytwarzam duże ilości gęstej, śluzowatej plwociny, a jednocześnie mam wysoką gorączkę. Obecnie czuję się dość chory, ponieważ wszystko było tak męczące i wyczerpujące."
38,Astma oskrzelowa,"Z moim uporczywym kaszlem, problemami z oddychaniem i wyczerpaniem walczę. Mam wysoką gorączkę i podczas kaszlu wytwarzam dużo gęstej, śluzowatej plwociny. Obecnie czuję się raczej niedobrze z powodu tego, jak wyczerpujące i męczące było to wszystko."
39,Astma oskrzelowa,"Gorączka sięga zenitu, jestem taki słaby i zmęczony. Kaszlałem dużo śluzu i radzenie sobie ze wszystkimi tymi objawami było naprawdę trudne. Wszystko mnie strasznie denerwuje."
40,Astma oskrzelowa,Lekarz Z powodu wysokiej gorączki od kilku dni nie mogę oddychać przez nos i usta i czuję się zbyt zmęczony. Proszę o polecenie mi jakichś leków.
41,Astma oskrzelowa,"Hej, mam suchy kaszel, problemy z oddychaniem i wysoką gorączkę. Wytwarzam dużo śluzu i czuję się dość słaba i wyczerpana."
42,Astma oskrzelowa,"Od kilku dni bez przerwy kaszlę i mam problemy z oddychaniem. Gorączka sięga zenitu, jestem taki słaby i wyczerpany. Wszystkie te objawy były dla mnie naprawdę trudne do opanowania,"
43,Astma oskrzelowa,"Oprócz senności mam problemy z oddychaniem z powodu uporczywego kaszlu. Odkrztuszam dużo gęstej, śluzowatej plwociny i mam wysoką gorączkę."
44,Astma oskrzelowa,"Mam trudności z oddychaniem, ciągle kaszlę i czuję się wyczerpana. Mam bardzo wysoką gorączkę i kaszlę dużo gęstej, śluzowatej śliny. Po prostu czuję się wyczerpana i zmęczona próbami poradzenia sobie ze wszystkim."
45,Astma oskrzelowa,"Mam trudności w oddychaniu, chroniczny kaszel i zmęczenie. Wytwarzam dużo gęstej, śluzowatej plwociny, a jednocześnie mam bardzo wysoką temperaturę. Ponieważ muszę sobie z tym wszystkim radzić, czuję się po prostu bardzo wyczerpany i wyczerpany."
46,Astma oskrzelowa,"Witam, mamo i tato. Ostatnio poczułem się niesamowicie wyczerpany i miałem nieustępujący kaszel. Mam naprawdę wysoką gorączkę i oddech staje się płytki. Dodatkowo kaszlę dużo śluzowej, gęstej plwociny."
47,Astma oskrzelowa,"Walczę ze zmęczeniem i ciągłym kaszlem, który utrudnia oddychanie. Mam wysoką gorączkę i kaszlę dużo gęstej, śluzowatej plwociny."
48,Astma oskrzelowa,Doktor Z powodu wysokiej gorączki od kilku dni nie mogę oddychać przez nos i usta i czuję się zbyt zmęczona. Czasem pojawiła się też wydzielina. Proszę o podanie mi jakichś leków.
49,Astma oskrzelowa,"Od tygodnia mam ciągłe problemy zdrowotne, w tym suchy kaszel, trudności w oddychaniu i ogólne osłabienie."
50,Nadciśnienie,"Odczuwam ból głowy, ból w klatce piersiowej, zawroty głowy i trudności z utrzymaniem równowagi. Mam też wrażenie, że mam problemy z koncentracją"
51,Nadciśnienie,"Oprócz bólu głowy, bólu w klatce piersiowej, niestabilności i problemów z równowagą odczuwałem także zawroty głowy. Wydaje mi się też, że mam problemy z koncentracją."
52,Nadciśnienie,"Oprócz bólu głowy, bólu w klatce piersiowej, niestabilności i problemów z równowagą źle się też czułem. Wydaje mi się też, że mam problemy z koncentracją."
53,Nadciśnienie,"Oprócz bólu głowy, bólu w klatce piersiowej, niestabilności i problemów z równowagą, już czuję się źle. Chyba też mam problemy z koncentracją."
54,Nadciśnienie,"Mam problemy z równowagą, bóle głowy, bóle w klatce piersiowej i zawroty głowy. Moja zdolność koncentracji i skupienia również była wyzwaniem."
55,Nadciśnienie,"Od jakiegoś czasu odczuwam ból głowy, ból w klatce piersiowej, zawroty głowy i problemy z równowagą. Trudno mi było też się skupić i skoncentrować."
56,Nadciśnienie,"Mam problemy z chodzeniem, ból głowy, ból w klatce piersiowej i zawroty głowy. Moja umiejętność koncentracji i skupienie również były wyzwaniem."
57,Nadciśnienie,"Mam problemy z równowagą, ból głowy, ból w klatce piersiowej i zawroty głowy. Problematyczna była także moja zdolność skupiania uwagi i koncentracji."
58,Nadciśnienie,"Moja koordynacja została zaburzona, odczuwam ból głowy, ból w klatce piersiowej i zawroty głowy. Dodatkowo mam problemy z koncentracją i koncentracją."
59,Nadciśnienie,"Moje objawy to ból głowy, ból w klatce piersiowej, zawroty głowy, brak równowagi i problemy z koncentracją."
60,Nadciśnienie,"Doświadczyłem takich objawów, jak ból głowy, ból w klatce piersiowej, zawroty głowy, utrata równowagi i trudności z koncentracją."
61,Nadciśnienie,"Cierpię na takie objawy, jak ból głowy, ból w klatce piersiowej, zawroty głowy, utrata równowagi i problemy z koncentracją."
62,Nadciśnienie,"Ból głowy, dyskomfort w klatce piersiowej, zawroty głowy, brak równowagi i trudności z koncentracją to tylko niektóre z objawów, które mam."
63,Nadciśnienie,"Oprócz bólu głowy i klatki piersiowej doświadczyłem również omdlenia i problemów z równowagą. Dodatkowo odkryłam, że trudno mi się skupić."
64,Nadciśnienie,"Mam problemy z równowagą, bóle głowy, bóle w klatce piersiowej i zawroty głowy. Zdałem sobie także sprawę, że mam problemy z koncentracją."
65,Nadciśnienie,"Straciłam równowagę, odczuwam ból głowy, ból w klatce piersiowej i zawroty głowy. Zauważyłam też, że trudno mi się skoncentrować."
66,Nadciśnienie,"Mam problemy z równowagą, bóle w klatce piersiowej, bóle głowy i bóle. Ja też mam problemy z koncentracją."
67,Nadciśnienie,"Odczuwam ból w klatce piersiowej, zawroty głowy i ból głowy, który przypomina ciągły ucisk na czole."
68,Nadciśnienie,"Odczuwałem zawroty głowy i niepewność na nogach, zauważyłem także spadek mojej zdolności skupienia i koncentracji."
69,Nadciśnienie,"Odczuwam zawroty głowy i drżenie, a także utratę zdolności skupienia uwagi i koncentracji."
70,Nadciśnienie,"Odczuwam zawroty głowy i niepokój, a także utratę uwagi, koncentracji i zdolności do koncentracji."
71,Nadciśnienie,"Odczuwałem intensywne bóle w klatce piersiowej, nieustępujący ból głowy, miałem zawroty głowy i niepokój."
72,Nadciśnienie,"Mam intensywne bóle w klatce piersiowej, ból głowy, który nie chce ustąpić, mam zawroty głowy i brak równowagi."
73,Nadciśnienie,"Oprócz bólu w klatce piersiowej, zawrotów głowy i bólu głowy, który przypomina wąską strefę wokół głowy, odczuwam wiele problemów."
74,Nadciśnienie,"Zmagam się z bólem głowy, który przypomina ciasną opaskę wokół głowy, a także bólem w klatce piersiowej i zawrotami głowy."
75,Nadciśnienie,"Oprócz tego, że czułem się zdezorientowany i zawroty głowy, miałem problemy z równowagą. Mój ból głowy również był obecny bez przerwy."
76,Nadciśnienie,"Odczuwałem dezorientację i zawroty głowy, a także miałem problemy z utrzymaniem równowagi. Mój ból głowy był również stałą obecnością."
77,Nadciśnienie,"Mam problemy z równowagą, zawroty głowy i oszołomienie. Dodatkowo zaobserwowałem spadek mojej koncentracji i skupienia."
78,Nadciśnienie,"Oprócz zawrotów głowy i oszołomienia mam problemy z utrzymaniem równowagi. Zauważyłem, że moja zdolność koncentracji i skupienia również spada."
79,Nadciśnienie,"Od jakiegoś czasu odczuwam ból głowy, który przypomina ostry ból w skroniach, któremu towarzyszy ból w klatce piersiowej i zawroty głowy."
80,Nadciśnienie,"Oprócz bólu w klatce piersiowej i zawrotów głowy odczuwam ból głowy, który przypomina ostry ból czoła."
81,Nadciśnienie,"Przez cały dzień czułem się dobrze, ale nagle, gdy wyszedłem na spacer, poczułem ból głowy, ból w klatce piersiowej i zawroty głowy. Od tego czasu trudno mi się skupić i skoncentrować."
82,Nadciśnienie,"Podczas spaceru nagle zacząłem odczuwać ból głowy, ból w klatce piersiowej i zawroty głowy, mimo że przez cały dzień czułem się dobrze. Od tego czasu trudno mi było się skoncentrować i skupić."
83,Nadciśnienie,"Obudziłem się dziś rano z bólem głowy i klatki piersiowej, a wraz z upływem dnia odczuwałem także zawroty głowy i niepewność na nogach"
84,Nadciśnienie,"Dziś rano bolała mnie głowa i klatka piersiowa, a w miarę upływu dnia zacząłem też czuć się niepewnie i niepewnie stojąc na nogach."
85,Nadciśnienie,"Od kilku dni zmagam się z bólem głowy i klatki piersiowej, ale dzisiaj zawroty głowy i utrata równowagi znacznie się nasiliły."
86,Nadciśnienie,"Od kilku dni boli mnie głowa i klatka piersiowa, ale dzisiaj zawroty głowy i brak równowagi znacznie się nasiliły."
87,Nadciśnienie,"Byłem w pracy, kiedy zacząłem odczuwać ból głowy, ból w klatce piersiowej i zawroty głowy. Od tego czasu trudno mi się skoncentrować i skupić na swoich zadaniach."
88,Nadciśnienie,"Kiedy po raz pierwszy poczułem ból głowy, ból w klatce piersiowej i zawroty głowy, byłem w pracy. Od tamtej pory skupienie się na pracy było dla mnie wyzwaniem."
89,Nadciśnienie,"Byłem w trakcie treningu, kiedy nagle poczułem ból głowy, ból w klatce piersiowej i zawroty głowy. Od tego czasu trudno mi utrzymać równowagę"
90,Nadciśnienie,"Podczas ćwiczeń od razu poczułem ból głowy, ból w klatce piersiowej i zawroty głowy. Od tamtej pory utrzymanie równowagi było dla mnie dużym wyzwaniem."
91,Nadciśnienie,"Przez cały dzień czułem się dobrze, ale nagle, gdy wracałem z pracy do domu, poczułem ból głowy, ból w klatce piersiowej i zawroty głowy. Od tego czasu trudno mi było skupić się na drodze."
92,Nadciśnienie,"Przez cały dzień czułem się dobrze, ale kiedy wracałem z pracy do domu, nagle zacząłem odczuwać ból głowy, dyskomfort w klatce piersiowej i zawroty głowy. Od tego czasu skupienie się i skupienie podczas jazdy było dla mnie wyzwaniem."
93,Nadciśnienie,"Byłam na zakupach, kiedy poczułam ból głowy, ból w klatce piersiowej i zawroty głowy. Od tego czasu trudno mi się skupić i skoncentrować na swoich zadaniach."
94,Nadciśnienie,"Kiedy po raz pierwszy poczułem ból głowy, ból w klatce piersiowej i zawroty głowy, byłem na zakupach. Od tego czasu trudno mi było skoncentrować się na pracy."
95,Nadciśnienie,"Obudziłem się dziś rano i czułem się dobrze, ale w miarę upływu dnia zacząłem odczuwać ból głowy, ból w klatce piersiowej i zawroty głowy. Od tego czasu trudno mi było się skupić i skoncentrować na pracy."
96,Nadciśnienie,"Kiedy obudziłem się dziś rano, czułem się dobrze, ale w miarę upływu dnia zacząłem odczuwać bóle głowy, mdłości i zawroty głowy. Od tego czasu ciężko było mi się skoncentrować i skupić na pracy."
97,Nadciśnienie,"Byłem w trakcie spotkania, kiedy nagle poczułem ból głowy, ból w klatce piersiowej i zawroty głowy. Od tego czasu trudno mi było się skupić i skoncentrować na dyskusji."
98,Nadciśnienie,"W trakcie konferencji nagle poczułem ból głowy, ból w klatce piersiowej i zawroty głowy. Od tamtej pory skupienie się na temacie było dla mnie wyzwaniem."
99,Nadciśnienie,"Cały dzień czułem się dobrze, ale nagle, gdy biegałem, poczułem ból głowy, ból w klatce piersiowej i zawroty głowy. Od tego czasu trudno mi utrzymać równowagę"
100,Migrena,"Po posiłkach odczuwam nadkwaśność i niestrawność, a także częste bóle głowy i niewyraźne widzenie."
101,Migrena,"Mam częste bóle głowy i zamglone widzenie, a także refluks żołądkowy i niestrawność po posiłkach."
102,Migrena,"Mam problemy ze wzrokiem, widzę rzeczy jako zniekształcone i doświadczam zaburzeń widzenia."
103,Migrena,"Cierpię na zaburzenia widzenia, postrzegam rzeczy jako zniekształcone i problemy ze wzrokiem."
104,Migrena,"Mam problemy ze wzrokiem, postrzegam rzeczy jako zniekształcone i mam problemy ze wzrokiem."
105,Migrena,Nawet po jedzeniu odczuwałem nadmierny głód i miałem sztywny kark.
106,Migrena,"Mam problemy ze wzrokiem, postrzegam rzeczy jako zniekształcone i mam problemy ze wzrokiem."
107,Migrena,"Ostatnio jestem zrzędliwy i ponury, zauważyłem też zmianę w moim widzeniu."
108,Migrena,Poczułem się przygnębiony i rozdrażniony i zauważyłem zmianę w moim widzeniu.
109,Migrena,"Ostatnio jestem rozdrażniony i przygnębiony, zauważyłem też zmianę w moim widzeniu."
110,Migrena,Oprócz nawracających bólów głowy i niewyraźnego widzenia cierpię na refluks żołądkowy i problemy z trawieniem jedzenia.
111,Migrena,"Doświadczyłem refluksu żołądkowego i trudności w trawieniu pokarmu, a także regularnych bólów głowy i zaburzeń widzenia"
112,Migrena,"Cały czas odczuwałem głód, bolała mnie szyja i miałem problemy ze wzrokiem."
113,Migrena,"Oprócz tego, że mam sztywny kark i problemy z oczami, zawsze jestem głodny."
114,Migrena,"Doświadczyłem nadkwaśności, niestrawności, bólów głowy, niewyraźnego i zniekształconego widzenia, a także nadmiernego głodu, sztywności karku, depresji, drażliwości i zaburzeń widzenia."
115,Migrena,"Oprócz nadmiernego apetytu, sztywności karku, depresji, niecierpliwości i zaburzeń widzenia cierpię również na niestrawność, bóle głowy, niewyraźne widzenie i refluks żołądkowy."
116,Migrena,"Oprócz nadmiernego apetytu, sztywności karku, depresji, niecierpliwości i zaburzeń widzenia cierpię również na niestrawność, bóle głowy, niewyraźne widzenie i problemy żołądkowe."
117,Migrena,"Cierpię na refluks żołądkowy, niestrawność, częste bóle głowy i zaburzenia widzenia, a także nadmierny głód, ból szyi, depresję, drażliwość i zaburzenia widzenia."
118,Migrena,"Oprócz zwiększonego głodu, bólu szyi, melancholii, niecierpliwości i zniekształceń widzenia, cierpię również na refluks żołądkowy, niestrawność, częste bóle głowy i niewyraźne widzenie."
119,Migrena,"Oprócz zwiększonego głodu, bólu szyi, niepokoju, podrażnienia i zniekształceń widzenia, cierpię również na refluks żołądkowy, niestrawność, częste bóle głowy i zaburzenia wzroku."
120,Migrena,"Doświadczyłem problemów trawiennych, w tym kwasowości i niestrawności, a także regularnych bólów głowy i zniekształconego widzenia, nadmiernego głodu, sztywności karku, depresji, drażliwości i zaburzeń widzenia."
121,Migrena,"Oprócz nawracających bólów głowy i niewyraźnego widzenia, zwiększonego apetytu, sztywności karku, smutku, drażliwości i zaburzeń widzenia, mam problemy żołądkowe, w tym niestrawność i nadkwaśność."
122,Migrena,"Oprócz częstych bólów głowy i niewyraźnego widzenia, zwiększonego apetytu, sztywności karku, lęku, drażliwości i zaburzeń widzenia, mam problemy żołądkowe, w tym niestrawność i nadkwaśność."
123,Migrena,"Zmagam się z refluksem żołądkowym, niestrawnością i bólami głowy, a także niewyraźnym i zniekształconym widzeniem, nadmiernym głodem, bólem szyi, depresją, drażliwością i zaburzeniami widzenia."
124,Migrena,"Oprócz bólów głowy, niestrawności, refluksu żołądkowego, nadmiernego apetytu, bólu szyi, smutku, niecierpliwości i zaburzeń widzenia, doświadczam również niewyraźnego i zniekształconego widzenia."
125,Migrena,"Oprócz bólów głowy, niestrawności, refluksu żołądkowego, nadmiernego apetytu, bólu szyi, smutku, niecierpliwości i zaburzeń widzenia, odczuwam również niewyraźne i zniekształcone widzenie."
126,Migrena,"Mam problemy z trawieniem, w tym nadkwaśność i niestrawność, a także częste bóle głowy i zaburzenia widzenia, nadmierny głód, sztywność karku, depresję, drażliwość i zaburzenia widzenia"
127,Migrena,"Kwasowość i niestrawność należą do problemów trawiennych, które mam, wraz z regularnymi bólami głowy, niewyraźnym widzeniem, zwiększonym głodem, sztywnością karku, smutkiem, niecierpliwością i zaburzeniami widzenia."
128,Migrena,"Cierpię na refluks żołądkowy, niestrawność i regularne bóle głowy, a także zniekształcone widzenie, nadmierny głód, ból szyi, depresję, drażliwość i zaburzenia widzenia."
129,Migrena,"Oprócz zniekształconego wzroku, nadmiernego apetytu, bólu szyi, melancholii, drażliwości i regularnych bólów głowy, cierpię również na refluks żołądkowy, niestrawność i regularne bóle głowy."
130,Migrena,"Oprócz zniekształconego wzroku, nadmiernego apetytu, bólu szyi, lęku, drażliwości i regularnych bólów głowy walczę również z refluksem żołądkowym, niestrawnością i regularnymi bólami głowy."
131,Migrena,"Doświadczyłem nadkwaśności, niestrawności i częstych bólów głowy, a także niewyraźnego i zniekształconego widzenia, nadmiernego głodu, sztywności karku, depresji, drażliwości i zaburzeń widzenia."
132,Migrena,"Dręczy mnie kwas żołądkowy, niestrawność, częste bóle głowy, zamglone i zniekształcone widzenie, zwiększony apetyt, sztywność karku, depresja, rozdrażnienie i zaburzenia widzenia."
133,Migrena,"Zmagam się z problemami trawiennymi, w tym refluksem żołądkowym i niestrawnością, a także regularnymi bólami głowy i zaburzeniami widzenia, nadmiernym głodem, bólem szyi, depresją, drażliwością i zaburzeniami widzenia"
134,Migrena,"Doświadczam częstych bólów głowy, niewyraźnego widzenia, nadmiernego apetytu, bólu szyi, smutku, drażliwości i problemów trawiennych, w tym niestrawności i refluksu żołądkowego."
135,Migrena,"Cierpię na częste bóle głowy, niewyraźne widzenie, nadmierny apetyt, ból szyi, niepokój, drażliwość i problemy trawienne, w tym niestrawność i refluks żołądkowy."
136,Migrena,"Odczuwałem nadkwaśność, niestrawność i bóle głowy, a także niewyraźne i zniekształcone widzenie, nadmierny głód, sztywność karku, depresję, drażliwość i zaburzenia widzenia"
137,Migrena,"Oprócz nadmiernego apetytu, sztywności karku, bólów głowy, niestrawności i refluksu żołądkowego, odczuwam także smutek, niecierpliwość i zniekształcenie wzroku."
138,Migrena,"Oprócz nadmiernego apetytu, sztywności karku, bólów głowy, niestrawności i refluksu żołądkowego, odczuwam także smutek, niecierpliwość i zniekształcenie wzroku."
139,Migrena,"Cierpię na refluks żołądkowy, niestrawność i częste bóle głowy, a także zaburzenia widzenia, nadmierny głód, ból szyi, depresję, drażliwość i zaburzenia widzenia."
140,Migrena,"Oprócz zaburzeń wzroku, zwiększonego apetytu, bólu szyi, melancholii, niecierpliwości i regularnych bólów głowy, cierpię również na zgagę, refluks żołądkowy i niestrawność."
141,Migrena,"Oprócz zaburzeń widzenia, nadmiernego jedzenia, bólu szyi, melancholii, niecierpliwości i ciągłych bólów głowy walczę także ze zgagą, refluksem żołądkowym i niestrawnością."
142,Migrena,"Doświadczyłem nadkwaśności, niestrawności, bólów głowy, niewyraźnego i zniekształconego widzenia, a także nadmiernego głodu, sztywności karku, depresji, drażliwości i zaburzeń widzenia. Objawy te wpływają na moje codzienne życie i powodują dyskomfort."
143,Migrena,"Oprócz nadmiernego apetytu, sztywności karku, depresji, niecierpliwości i zaburzeń widzenia cierpię również na niestrawność, bóle głowy, niewyraźne widzenie i refluks żołądkowy. Objawy te niepokoją mnie i utrudniają mi normalne funkcjonowanie."
144,Migrena,"Oprócz nadmiernego apetytu, napięcia szyi, depresji, drażliwości i zaburzeń widzenia, cierpię również na niestrawność, bóle głowy, niewyraźne widzenie i refluks żołądkowy. Objawy te niepokoją mnie i utrudniają mi normalne funkcjonowanie."
145,Migrena,"Cierpię na refluks żołądkowy, niestrawność i regularne bóle głowy, a także zaburzenia widzenia, nadmierny głód, ból szyi, depresję, drażliwość i zaburzenia widzenia. Objawy te powodują u mnie duży niepokój i utrudniają wykonywanie codziennych czynności."
146,Migrena,"Oprócz problemów ze wzrokiem, zwiększonym apetytem, ​​bólem szyi, melancholią, drażliwością i regularnymi bólami głowy, cierpię również na refluks żołądkowy, niestrawność i częste migreny. Objawy te utrudniają mi regularne wykonywanie czynności, co powoduje u mnie ogromny niepokój."
147,Migrena,"Oprócz problemów ze wzrokiem, zwiększonym apetytem, ​​bólem szyi, melancholią, drażliwością i regularnymi bólami głowy, cierpię również na refluks żołądkowy, niestrawność i częste zawroty głowy. Objawy te utrudniają mi regularne wykonywanie czynności, co powoduje u mnie ogromny niepokój."
148,Migrena,"Doświadczyłem nadkwaśności, niestrawności, bólów głowy, niewyraźnego i zniekształconego widzenia, a także nadmiernego głodu, sztywności karku, depresji, drażliwości i zaburzeń widzenia. Objawy te wpływają na moje codzienne życie i powodują dyskomfort."
149,Migrena,"Zmagam się z refluksem żołądkowym, niestrawnością i bólami głowy, a także niewyraźnym i zniekształconym widzeniem, nadmiernym głodem, bólem szyi, depresją, drażliwością i zaburzeniami widzenia. Objawy te sprawiają mi wiele problemów i utrudniają mi koncentrację oraz normalne funkcjonowanie."
150,Spondyloza szyjna,"Odczuwam silny ból pleców, uporczywy kaszel i osłabienie kończyn. Boli mnie też szyja, mam zawroty głowy i tracę równowagę."
151,Spondyloza szyjna,"Oprócz przewlekłego kaszlu i osłabienia kończyn borykam się z potwornym dyskomfortem w plecach. Odczuwam ból szyi, zawroty głowy i niestabilność."
